----
1000
468.794,64.244
430.57,63.365
429.03,63.706
429.237,63.677
434.934,63.939
431.811,64.155
427.824,63.442
429.195,64.464
434.674,63.872
430.673,63.312
429.197,63.498
428.071,65.873
432.638,63.938
428.674,63.499
429.314,63.111
431.223,66.481
428.404,63.687
428.274,63.789
428.891,63.412
440.75,65.571
433.016,65.071
432.249,65.032
428.233,64.127
433.659,63.469
429.114,64.557
429.172,63.163
429.798,63.998
435.774,63.49
429.458,63.925
427.822,63.41
429.08,66.282
432.0,64.178
427.096,63.67
429.045,64.304
432.235,65.618
431.074,63.879
426.937,63.433
431.784,63.219
435.067,63.831
427.614,63.55
428.818,63.725
430.018,63.893
435.139,63.912
427.721,63.782
427.626,63.638
430.438,63.611
436.708,63.47
429.288,63.362
431.638,63.739
428.503,67.005
431.049,63.451
428.858,63.496
429.77,63.714
431.159,65.878
429.079,63.535
430.102,63.348
428.658,64.032
434.008,63.795
427.427,63.961
428.579,64.019
428.009,63.834
436.427,66.323
434.442,65.749
434.048,64.13
437.046,66.352
436.848,64.749
432.967,65.019
432.281,65.053
434.344,67.819
436.303,65.261
435.995,64.323
431.894,64.854
438.489,65.155
434.815,64.071
431.858,64.638
432.624,64.208
438.705,65.119
434.838,64.251
432.667,64.382
433.597,64.145
439.19,65.413
432.507,64.785
434.326,64.646
433.133,67.195
437.647,64.322
434.157,65.212
438.138,64.733
435.974,66.875
434.874,64.487
434.404,65.177
433.399,65.465
438.963,65.265
432.353,64.663
433.072,64.175
432.976,64.188
438.982,64.628
434.318,65.109
431.877,64.974
434.475,66.548
438.164,64.708
434.736,65.182
433.043,64.281
435.716,67.301
435.206,64.168
432.333,64.279
433.4,64.736
440.537,65.118
434.172,64.551
434.074,64.828
433.721,64.793
441.601,65.37
434.839,64.31
432.375,64.918
433.47,65.052
438.171,64.828
433.73,64.758
433.346,64.909
435.635,67.517
437.236,64.19
433.281,64.853
431.636,64.938
440.82,64.814
434.398,64.683
433.709,64.435
432.99,64.972
437.401,65.078
436.83,65.094
435.717,64.52
432.281,64.684
440.733,64.629
434.198,64.604
433.985,64.807
433.579,67.887
433.925,64.464
434.598,64.662
434.848,64.987
436.996,65.483
434.427,64.268
435.591,65.285
434.101,65.349
439.489,65.206
432.138,64.692
433.488,64.089
434.539,64.412
439.327,64.806
432.807,64.353
433.352,64.456
433.212,67.686
436.221,64.482
433.107,64.689
433.608,64.584
435.844,66.362
434.286,64.127
433.723,64.337
434.698,65.098
439.662,64.816
435.252,65.037
433.706,64.654
433.752,64.987
438.776,65.178
432.91,64.339
434.248,64.265
435.146,67.23
436.692,64.095
433.078,64.468
433.887,64.316
437.527,67.189
433.808,64.503
440.432,64.549
434.079,65.242
439.45,65.701
435.016,64.779
434.06,64.733
432.846,64.307
440.708,65.334
432.505,65.321
435.244,65.05
434.142,65.45
437.488,64.752
432.701,65.297
432.609,64.087
436.863,67.044
434.5,65.526
434.42,64.223
432.715,64.723
438.998,65.319
434.647,64.843
434.059,64.844
434.718,65.077
437.969,64.894
433.593,64.778
430.602,65.082
434.258,65.158
440.571,64.544
433.161,64.916
431.962,64.197
435.21,67.439
438.181,64.624
433.896,64.389
433.888,64.641
436.311,65.993
433.24,64.259
435.046,64.869
431.855,64.446
440.734,65.129
437.188,64.556
434.308,64.592
432.773,64.475
438.623,64.164
432.23,65.345
433.901,64.55
433.306,66.039
438.016,64.758
433.222,64.822
430.391,64.169
437.03,67.489
434.213,64.64
432.625,63.976
432.937,64.845
439.984,65.259
433.498,64.463
433.866,64.122
432.326,64.763
438.722,64.814
434.494,64.224
432.872,64.171
435.087,64.252
438.827,64.769
432.907,64.824
432.14,65.114
432.297,67.487
436.845,64.236
432.643,65.048
434.349,64.921
437.479,66.652
434.482,64.094
432.783,65.2
432.863,65.161
439.637,64.837
429.484,63.42
429.604,63.711
428.979,63.119
434.703,63.934
428.629,63.632
428.487,63.317
429.062,64.592
433.359,63.861
430.144,64.255
428.343,63.785
428.93,66.804
430.534,63.614
431.395,63.763
428.051,63.907
433.195,65.198
430.683,63.549
428.077,63.678
431.682,63.899
433.546,63.609
430.121,64.237
428.985,64.074
429.708,64.1
434.376,63.892
433.92,63.738
429.866,64.008
428.81,65.809
433.451,64.562
430.8,63.377
432.981,64.076
431.109,66.888
433.585,64.242
430.694,63.366
430.25,63.569
434.69,64.489
430.374,64.03
427.94,63.98
433.805,63.434
435.629,64.215
427.275,64.253
432.192,63.97
427.27,63.799
435.95,63.598
429.847,63.673
428.968,63.734
432.342,66.022
432.443,63.789
428.501,63.614
427.973,63.08
432.647,66.338
429.385,63.569
429.87,63.174
430.186,63.973
433.981,64.26
428.637,63.477
429.353,63.498
430.061,64.319
434.582,64.421
431.28,64.013
428.679,63.639
430.204,63.689
432.871,63.692
432.833,63.695
430.479,64.734
429.611,66.54
431.154,63.328
428.0,64.255
430.604,64.383
429.978,65.798
429.791,63.354
428.968,63.95
427.991,63.824
435.29,63.925
430.912,63.472
429.1,64.519
427.017,63.653
439.887,66.971
441.379,67.544
436.103,63.676
429.239,64.451
433.233,63.485
429.39,63.903
428.555,63.589
429.308,66.811
431.727,64.29
431.214,64.064
428.06,63.388
431.841,65.812
429.32,63.947
430.26,63.961
429.609,64.239
435.718,64.415
429.415,64.338
428.53,64.275
429.512,63.354
435.254,64.19
429.503,64.052
431.32,63.862
428.632,63.692
434.497,63.489
428.717,63.374
428.214,63.825
428.924,66.686
431.503,63.262
428.822,63.708
428.537,64.523
431.164,66.416
430.801,63.563
428.597,63.336
427.473,63.478
433.878,64.4
429.279,63.992
427.743,64.331
427.799,63.834
432.346,64.089
429.377,63.626
426.811,63.911
428.84,63.648
434.123,64.084
427.91,63.555
428.702,64.164
428.577,64.738
432.91,65.464
431.016,64.155
428.748,63.388
429.23,66.718
429.213,63.491
428.806,63.92
430.356,63.366
433.651,64.708
429.246,63.709
428.676,64.212
426.82,63.151
436.356,63.838
428.354,63.259
427.017,63.963
427.325,63.656
433.126,63.44
428.958,63.872
430.174,63.41
430.718,64.621
431.482,63.657
429.501,63.907
429.216,63.755
432.143,67.357
434.194,64.05
431.318,63.518
428.576,63.964
434.52,65.09
428.346,64.322
427.726,63.753
430.247,63.601
434.349,63.537
430.431,64.368
428.684,64.633
429.861,63.414
436.52,64.588
428.608,64.248
429.041,63.934
427.107,65.662
434.212,63.259
428.472,64.292
428.39,63.679
429.731,66.763
431.893,63.483
428.619,64.745
429.318,63.708
433.689,64.836
428.495,63.574
429.191,64.861
429.561,63.89
434.963,64.852
429.186,63.419
433.32,66.762
441.42,67.828
438.74,64.328
431.034,63.758
428.619,63.547
430.836,65.997
431.805,63.729
429.462,63.956
429.461,63.609
432.455,66.239
431.612,64.841
428.49,63.977
428.885,63.495
435.807,64.785
430.591,63.665
428.189,64.224
429.62,63.541
433.672,63.784
428.985,63.486
428.822,64.552
429.804,63.865
436.312,63.42
428.568,63.904
429.397,63.334
427.294,64.87
434.763,63.625
429.019,64.294
430.63,63.129
430.438,66.897
430.075,63.887
429.603,64.115
427.812,63.798
434.741,64.723
429.436,63.897
429.037,63.25
430.212,63.312
434.109,63.713
429.517,64.659
428.752,63.768
428.863,63.088
434.417,63.891
431.776,64.109
428.298,64.021
428.362,64.872
432.904,63.411
431.936,63.996
429.22,64.348
431.162,66.542
430.817,63.738
428.471,64.178
429.803,63.854
434.348,64.402
430.563,63.397
429.027,63.159
428.976,63.803
435.078,64.636
429.525,63.779
427.45,63.528
429.294,63.622
436.08,63.807
430.045,63.573
428.93,63.516
429.508,64.451
435.358,63.848
431.467,64.342
428.857,63.409
429.179,66.785
430.288,64.295
430.354,64.016
428.976,63.386
433.385,64.733
429.916,64.079
429.884,63.251
427.711,64.339
435.11,63.627
428.441,64.478
426.65,63.822
428.656,63.845
434.887,63.72
430.989,64.485
431.67,63.841
432.05,63.819
435.948,64.432
428.444,63.372
432.252,63.477
430.678,68.307
434.839,65.162
433.508,64.523
434.864,64.652
436.907,65.654
433.33,64.798
435.117,64.711
434.556,63.946
438.519,64.653
432.523,64.731
432.962,64.899
435.218,64.219
438.321,64.572
432.66,64.835
433.269,64.54
434.863,67.438
436.585,64.718
432.653,64.885
434.612,64.393
438.699,66.64
433.455,64.359
433.609,65.052
433.044,64.557
438.056,64.825
435.912,64.588
432.424,64.35
433.006,64.258
439.683,64.334
433.733,64.573
432.21,65.056
432.193,66.747
437.068,65.695
433.986,64.224
434.152,65.176
438.415,66.903
433.568,64.487
435.261,64.148
432.461,64.817
440.7,65.206
434.599,64.44
432.056,64.275
432.415,64.759
440.512,64.303
435.329,65.005
433.093,65.159
434.0,66.036
440.226,64.509
432.59,65.552
433.138,64.872
435.174,67.591
435.308,64.283
434.698,64.92
431.53,64.78
439.138,65.146
434.745,65.311
436.877,64.579
433.468,64.377
438.922,64.534
435.359,64.159
435.087,64.697
433.986,65.796
436.825,64.604
435.295,64.166
434.422,64.103
434.347,67.62
434.442,64.835
433.47,64.711
434.607,64.172
438.09,65.721
433.958,64.829
434.95,64.437
432.429,65.259
440.445,64.712
432.203,65.065
433.799,64.963
435.216,64.827
437.022,64.508
435.307,64.802
433.121,64.239
434.863,67.686
434.764,64.891
432.265,64.686
433.197,64.192
438.402,65.867
431.797,64.646
435.098,64.786
435.377,65.043
